lat,lng,name,tooltip
53.69838497710687,27.06549748831695,д. Садковщина,"Сожжено 15 домов. Одной местной жительнице удалось спасти 8 (своих и чужих) детей, сумевшей в начале облавы сбежать из деревни и отсидеться потом в кустарнике неподалёку."
53.840994171739645,27.056644933385655,д. Скирмонтово,"Сожжена вместе с жителями, 38 домов. Вместе с местными жителями уничтожено 30 евреев, сбежавших из Минского гетто."
53.23128446690856,27.26535236812543,д. Старица,"Сожжена фашистами полностью (осталось только 2 дома) после боя с подразделением Красной Армии, выходящим из окружения. Всех жителей деревни хотели расстрелять, но в последнюю минуту остановились и расстреляли только тех кого посчитали евреями."
54.53585691082531,27.88743270056937, д. Дальва,"Чудом выжил 13-летний Коля Гирилович.В настоящее время является Мемориальным комплексом ""Дальва"""
54.33470319306888,27.944529091562917,д. Хатынь,"Сожжено 26 домов. Чудом выжили 56-летний кузнец Иосиф Каминский и 12-летний Антон Барановский. Карательная операция «Дирлевангер».Памятный комплекс на месте уничтоженной нацистами деревни: скульптура, символические надгробия и вечный огонь."
54.187372599833864,27.363521331757504,д. Бахметовка,Сожжено 32 двора
54.093355912121254,27.09574870759698,д. Дуброво,Сожжено 6 дворов
54.17258211193681,27.42397167931405,д. Каменец,Сожжено 87 дворов
53.87387893947529,27.272915770004904,д. Козловка,
54.11429977784018,27.289971398604365,д. Огарки,
54.126620710203724,27.300803845423797,д. Рогово,
53.88915191950185,27.263434604075897,д. Старое Село,
54.08936771904498,27.49729486398742,д. Соломоречье,Сожжено 27 дворов
54.25878264714691,27.410771923757693,д. Трусовичи,Сожжено 12 дворов
54.0751512018989,27.27808494043945,д. Щербины,Сожжено 20 дворов
54.76306768436196,26.966451772960077,д. Брусы,Сожжено 109 дворов
54.78849949324288,27.056802033714686,д. Шкленниково,Сожжено 45 дворов
53.414531161450746,28.05663105575595,д. Клетишино,Карательная операция «Пион»
53.38647472283937,28.039205992808284,д. Любячка,Карательная операция «Пион»
53.36104745648825,28.032954918435866,д. Омельно,Карательная операция «Пион»
52.82220153152694,27.90066120328848,д. Дубники,Карательная операция «Фрида»
53.786618767839684,27.40266206937809,д. Заболотье,Карательная операция «Фрида»
53.207329012373044,27.59557080090623,д. Замостье,Карательная операция «Фрида»
53.93844963113706,28.4119389131166,д. Кленник,Карательная операция «Фрида»
53.96406946475093,28.425946062183716,д. Старинка,Карательная операция «Фрида»
53.967463408784425,28.485511075065553,д. Стриево,Карательная операция «Фрида»
53.958486075858694,28.323174182884674,д. Туры,Карательная операция «Фрида»
52.628079487924616,27.258348805266625,д. Величковичи,
52.63233687657986,27.36353910593451,д. Копацевичи,
53.77431724667754,27.260569090958384,д. Буда,Карательная операция «Фрида»
53.46383972626918,29.70225764452678,д. Борки,"Карательная операция «Потсдам».В настоящее время находится мемориальный комплекс ""Борки"""
53.377905600818096,28.82394087553393,д. Брицаловичи,"Сожжено 150 дворов.В настоящее время находится мемориальный комплекс, который состоит из скульптурной фигуры мальчика на четырёхгранном постаменте, 6 бетонных плит с именами погибших и 1 бетонной стелы с надписью-посвящением."
54.10697847077171,29.71248497057928,д. Зеленая Дуброва,Карательная операция «Пион»
53.71121106417825,30.053832206719417,д.Репище,Карательная операция «Пион»
53.691118264877424,4.324574104186905,д. Полымя,
53.77734777465305,24.41484910672887,д.Зиняки,"в 1967 году был установлен обелиск, а в 1988-м создан мемориальный комплекс. Скульптура одинокой и величественной женщины с младенцем на руках словно говорит: мы умерли, но не сдались."
53.24422362518452,24.567546716937173,д. Шауличи,"Немецко-фашистские захватчики 07.07.1943 г. расстреляли 366 жителей деревни и сожгли её, 77 дворов..В настоящее время здесь находится мемориальный комплекс в котором имеются Две братские могилы – в начале и в конце деревни – женская и мужская."
